label,execution_time
Function 'compute_fibonacci',0.002257899999676738
Function 'compute_fibonacci',0.0006909000003361143
Function 'compute_fibonacci',0.003933899999537971
Function 'compute_fibonacci',0.0006111999973654747
Function 'compute_fibonacci',0.005022099998313934
Function 'compute_fibonacci',0.00025639999512350187
Function 'compute_fibonacci',0.0005238999947323464
Function 'compute_fibonacci',0.0011082000055466779
Function 'compute_fibonacci',0.006502700001874473
Function 'compute_fibonacci',0.0002710999979171902
Function 'compute_fibonacci',0.00023379999765893444
Function 'compute_fibonacci',0.0007769000003463589
Function 'compute_fibonacci',0.0002367999986745417
Function 'compute_fibonacci',0.0014020000016898848
Function 'compute_fibonacci',0.0082576999993762
Function 'compute_fibonacci',0.00025469999673077837
Function 'compute_fibonacci',0.00022890000400366262
Function 'compute_fibonacci',0.0007432999991578981
Function 'compute_fibonacci',0.00022200000239536166
Function 'compute_fibonacci',0.0012292000028537586
Function 'compute_fibonacci',0.00022680000256514177
Function 'compute_fibonacci',0.0002179000002797693
Function 'compute_fibonacci',0.0007052000000840053
Function 'compute_fibonacci',0.002186400000937283
Function 'compute_fibonacci',0.01069679999636719
Function 'compute_fibonacci',0.0002472000051056966
Function 'compute_fibonacci',0.0002238000015495345
Function 'compute_fibonacci',0.0007273999945027754
Function 'compute_fibonacci',0.0002161999946110882
Function 'compute_fibonacci',0.0012021000002278015
Function 'compute_fibonacci',0.00022929999977350235
Function 'compute_fibonacci',0.00021749999723397195
Function 'compute_fibonacci',0.0011314000003039837
Function 'compute_fibonacci',0.0030610000030719675
Function 'compute_fibonacci',0.0006436999974539503
Function 'compute_fibonacci',0.0003254000039305538
Function 'compute_fibonacci',0.0013762999951723032
Function 'compute_fibonacci',0.00023299999884329736
Function 'compute_fibonacci',0.0018931000013253652
Function 'compute_fibonacci',0.005313599998771679
Function 'compute_fibonacci',0.016267400002107024
Function 'compute_fibonacci',0.00024960000155260786
Function 'compute_fibonacci',0.00023260000307345763
Function 'compute_fibonacci',0.0007366999998339452
Function 'compute_fibonacci',0.00022460000036517158
Function 'compute_fibonacci',0.0012196999959996901
Function 'compute_fibonacci',0.00023259999579750001
Function 'compute_fibonacci',0.00021859999833395705
Function 'compute_fibonacci',0.0007149000011850148
Function 'compute_fibonacci',0.00218499999755295
Function 'compute_fibonacci',0.00041530000453349203
Function 'compute_fibonacci',0.00044490000436780974
Function 'compute_fibonacci',0.001433799996448215
Function 'compute_fibonacci',0.00031179999496089295
Function 'compute_fibonacci',0.0021091000016895123
Function 'compute_fibonacci',0.004542300004686695
Function 'compute_fibonacci',0.0005960999988019466
Function 'compute_fibonacci',0.00034440000308677554
Function 'compute_fibonacci',0.001424499998393003
Function 'compute_fibonacci',0.00043900000309804454
Function 'compute_fibonacci',0.0023153000001912005
Function 'compute_fibonacci',0.00032700000156182796
Function 'compute_fibonacci',0.0006487999999080785
Function 'compute_fibonacci',0.001304999997955747
Function 'compute_fibonacci',0.003936400004022289
Function 'compute_fibonacci',0.008959099999628961
Function 'compute_fibonacci',0.02551899999525631
Function 'compute_fibonacci',0.00029519999952754006
Function 'compute_fibonacci',0.00022330000501824543
Function 'compute_fibonacci',0.0007844000065233558
Function 'compute_fibonacci',0.0002327999973203987
Function 'compute_fibonacci',0.0012684999965131283
Function 'compute_fibonacci',0.0002249000026495196
Function 'compute_fibonacci',0.00023090000468073413
Function 'compute_fibonacci',0.0007163999980548397
Function 'compute_fibonacci',0.0022334000022965483
Function 'compute_fibonacci',0.0003008999992744066
Function 'compute_fibonacci',0.0002232000042567961
Function 'compute_fibonacci',0.0007838000019546598
Function 'compute_fibonacci',0.00021719999494962394
Function 'compute_fibonacci',0.001279799995245412
Function 'compute_fibonacci',0.0040608000053907745
Function 'compute_fibonacci',0.0006443999955081381
Function 'compute_fibonacci',0.0005540000056498684
Function 'compute_fibonacci',0.001749099996231962
Function 'compute_fibonacci',0.0004450999986147508
Function 'compute_fibonacci',0.0024982999966596253
Function 'compute_fibonacci',0.0002375999974901788
Function 'compute_fibonacci',0.00022760000138077885
Function 'compute_fibonacci',0.000738000002456829
Function 'compute_fibonacci',0.0035208000044804066
Function 'compute_fibonacci',0.007984099996974692
Function 'compute_fibonacci',0.0002446000071358867
Function 'compute_fibonacci',0.00023720000172033906
Function 'compute_fibonacci',0.0007445000010193326
Function 'compute_fibonacci',0.0005222000036155805
Function 'compute_fibonacci',0.0017693999980110675
Function 'compute_fibonacci',0.0003437999985180795
Function 'compute_fibonacci',0.00032410000130767
Function 'compute_fibonacci',0.0010015000007115304
Function 'compute_fibonacci',0.0030813999983365647
Function 'compute_fibonacci',0.0002334000018890947
Function 'compute_fibonacci',0.00021890000061830506
Function 'compute_fibonacci',0.0007108999998308718
Function 'compute_fibonacci',0.00022870000248076394
Function 'compute_fibonacci',0.0015114000052562915
Function 'compute_fibonacci',0.004934900003718212
Function 'compute_fibonacci',0.01317699999344768
Function 'compute_fibonacci',0.03896030000032624
Function 'compute_fibonacci',0.00028030000248691067
Function 'compute_fibonacci',0.0002499999973224476
Function 'compute_fibonacci',0.0008085999943432398
Function 'compute_fibonacci',0.00023920000239741057
Function 'compute_fibonacci',0.001358999994408805
Function 'compute_fibonacci',0.00022929999977350235
Function 'compute_fibonacci',0.00022080000053392723
Function 'compute_fibonacci',0.000717100003384985
Function 'compute_fibonacci',0.002424099999188911
Function 'compute_fibonacci',0.0002753000007942319
Function 'compute_fibonacci',0.00021890000061830506
Function 'compute_fibonacci',0.000763399999414105
Function 'compute_fibonacci',0.00022119999630376697
Function 'compute_fibonacci',0.0012409000046318397
Function 'compute_fibonacci',0.003983100003097206
Function 'compute_fibonacci',0.0005434000049717724
Function 'compute_fibonacci',0.0002271999983349815
Function 'compute_fibonacci',0.00104490000376245
Function 'compute_fibonacci',0.00023950000468175858
Function 'compute_fibonacci',0.0015440999995917082
Function 'compute_fibonacci',0.00022119999630376697
Function 'compute_fibonacci',0.00022049999824957922
Function 'compute_fibonacci',0.0006992999988142401
Function 'compute_fibonacci',0.0024917999980971217
Function 'compute_fibonacci',0.006720299999869894
Function 'compute_fibonacci',0.0008014999984879978
Function 'compute_fibonacci',0.0007324999969569035
Function 'compute_fibonacci',0.0022573999958694912
Function 'compute_fibonacci',0.0004867000025114976
Function 'compute_fibonacci',0.0030823999986751005
Function 'compute_fibonacci',0.00024220000341301784
Function 'compute_fibonacci',0.00023650000366615131
Function 'compute_fibonacci',0.0007410999969579279
Function 'compute_fibonacci',0.0040759000039543025
Function 'compute_fibonacci',0.00024960000155260786
Function 'compute_fibonacci',0.0006742000041413121
Function 'compute_fibonacci',0.0013726999968639575
Function 'compute_fibonacci',0.0005788999987998977
Function 'compute_fibonacci',0.0023772999993525445
Function 'compute_fibonacci',0.006702899998344947
Function 'compute_fibonacci',0.013676900001883041
Function 'compute_fibonacci',0.0002949999980046414
Function 'compute_fibonacci',0.00022870000248076394
Function 'compute_fibonacci',0.000781700000516139
Function 'compute_fibonacci',0.00022119999630376697
Function 'compute_fibonacci',0.0012636999963433482
Function 'compute_fibonacci',0.00022429999808082357
Function 'compute_fibonacci',0.00021540000307140872
Function 'compute_fibonacci',0.0007119000001694076
Function 'compute_fibonacci',0.0022291999994195066
Function 'compute_fibonacci',0.0002328000045963563
Function 'compute_fibonacci',0.00024219999613706023
Function 'compute_fibonacci',0.0009592000060365535
Function 'compute_fibonacci',0.0003815000018221326
Function 'compute_fibonacci',0.0017103999998653308
Function 'compute_fibonacci',0.004197000002022833
Function 'compute_fibonacci',0.00023569999757455662
Function 'compute_fibonacci',0.0002162000018870458
Function 'compute_fibonacci',0.000709700005245395
Function 'compute_fibonacci',0.00021410000044852495
Function 'compute_fibonacci',0.0011870000016642734
Function 'compute_fibonacci',0.00021869999909540638
Function 'compute_fibonacci',0.00022090000129537657
Function 'compute_fibonacci',0.0006945999994059093
Function 'compute_fibonacci',0.00213649999932386
Function 'compute_fibonacci',0.006583599999430589
Function 'compute_fibonacci',0.020520100006251596
Function 'compute_fibonacci',0.06139619999885326
